"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Colombia","COL","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.230943435218","14.3478376317991","14.4648505015053","14.5819820443367","14.6992322602934","14.8166011493753","14.9340887115824","15.0516949469147","15.1694198553722","15.2872634369549","15.4052256916628","15.5233066194959","15.6415062204543","15.7598244945378","15.8782614417466","15.9968170620805","16.1154913555397","16.2342843221241","16.3531959618337","16.4722262746685","16.5913752606285","16.7106429197137","16.8300292519241","","",
"Comoros","COM","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1304309970757","18.2380876861723","18.345744375269","18.4534010643656","18.5610577534622","18.6687144425589","18.7763711316555","18.8840278207521","19.0179744494526","19.1606832050995","19.3022671490246","19.6369494620225","19.9905402814363","20.3369770977791","20.676117953593","21.0078206196764","21.3319425950862","21.6483411071356","21.9568731113961","22.2573952916955","22.5497640601198","22.8338355570124","23.1094656509733","","",
"Caribbean small states","CSS","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.236244601622","39.3267210242555","39.4171974468891","39.5076738695227","39.5981502921563","39.4496608312358","39.2995663603577","39.1478668795218","38.9945623887281","38.839652887976","38.6831383772666","38.5250188565994","38.365294325974","38.2039647853911","38.0410302348502","37.8764906743516","37.7103461038948","37.5425965234806","37.3732419331085","37.2022823327781","37.0297177224904","36.8555481022448","37.0563893696553","","",
"Curacao","CUW","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.448066870489","86.448066870489","86.448066870489","86.3142321591734","86.1803974478578","86.1778090570444","86.1770412634859","86.1762734699275","86.175505676369","86.1747378828105","86.1739700892521","86.1732022956936","86.1724345021351","86.1716667085767","86.1708989150182","86.1701311214597","86.1693633279013","86.1685955343428","86.1678277407843","86.1678277407843","86.1678277407843","86.1678277407843","86.1678277407843","","",
"Czechia","CZE","People using safely managed sanitation services, urban (% of urban population)","SH.STA.SMSS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
